out:	0.521916	0.9
out:	0.539127	0.9
out:	0.568459	0.1
out:	0.555734	0.9
out:	0.557455	0.9
out:	0.58187	0.1
out:	0.568769	0.1
out:	0.535062	0.1
out:	0.505476	0.9
out:	0.510643	0.9
out:	0.538788	0.1
out:	0.529774	0.9
out:	0.531337	0.1
out:	0.522726	0.1
out:	0.493313	0.1
out:	0.465983	0.1
out:	0.442588	0.1
out:	0.421351	0.9
out:	0.428114	0.9
out:	0.463494	0.9
out:	0.489439	0.1
out:	0.484434	0.1
out:	0.458101	0.1
out:	0.440935	0.9
out:	0.445915	0.9
out:	0.475045	0.9
out:	0.5046	0.9
out:	0.527823	0.9
out:	0.549222	0.9
out:	0.575137	0.1
out:	0.561962	0.1
out:	0.530164	0.9
out:	0.53251	0.9
out:	0.556688	0.9
out:	0.577878	0.1
out:	0.568359	0.9
out:	0.565793	0.1
out:	0.557535	0.1
out:	0.533408	0.9
out:	0.538277	0.9
out:	0.556963	0.9
out:	0.582194	0.9
out:	0.602263	0.1
out:	0.583744	0.1
out:	0.556445	0.9
out:	0.556909	0.1
out:	0.55044	0.9
out:	0.54771	0.1
out:	0.537718	0.1
out:	0.516732	0.9
out:	0.52131	0.9
out:	0.547653	0.9
out:	0.560085	0.1
out:	0.562238	0.9
out:	0.560949	0.9
out:	0.572083	0.1
out:	0.578318	0.9
out:	0.574102	0.9
out:	0.598316	0.9
out:	0.610215	0.1
out:	0.590045	0.1
out:	0.578332	0.9
out:	0.581961	0.9
out:	0.603488	0.9
out:	0.624613	0.9
out:	0.612908	0.1
out:	0.616695	0.9
out:	0.598488	0.1
out:	0.623421	0.9
out:	0.606009	0.9
out:	0.629653	0.9
out:	0.641113	0.9
out:	0.63298	0.1
out:	0.651876	0.9
out:	0.635793	0.1
out:	0.628237	0.9
out:	0.600959	0.1
out:	0.627222	0.9
out:	0.604455	0.1
out:	0.594683	0.1
out:	0.599424	0.9
out:	0.580273	0.9
out:	0.598316	0.1
out:	0.570936	0.1
out:	0.547686	0.1
out:	0.549521	0.9
out:	0.520675	0.1
out:	0.544526	0.9
out:	0.546342	0.9
out:	0.546774	0.1
out:	0.539128	0.1
out:	0.511197	0.1
out:	0.500001	0.1
out:	0.499937	0.9
out:	0.511613	0.9
out:	0.507142	0.1
out:	0.53205	0.9
out:	0.509615	0.1
out:	0.535364	0.9
out:	0.540487	0.9
out:	0.517652	0.1
out:	0.563817	0.9
out:	0.554762	0.9
out:	0.55813	0.1
out:	0.535248	0.1
out:	0.519178	0.1
out:	0.525087	0.9
out:	0.535733	0.9
out:	0.56104	0.9
out:	0.536781	0.1
out:	0.5198	0.1
out:	0.504237	0.1
out:	0.482237	0.1
out:	0.507771	0.9
out:	0.519303	0.9
out:	0.541339	0.9
out:	0.569343	0.9
out:	0.530214	0.1
out:	0.520943	0.1
out:	0.565088	0.9
out:	0.568937	0.9
out:	0.588951	0.9
out:	0.534405	0.1
out:	0.613753	0.9
out:	0.531643	0.1
out:	0.527292	0.1
out:	0.577692	0.9
out:	0.50329	0.1
out:	0.486554	0.1
out:	0.46423	0.1
out:	0.521608	0.9
out:	0.448077	0.1
out:	0.541224	0.9
out:	0.46354	0.1
out:	0.550352	0.9
out:	0.4535	0.1
out:	0.459767	0.1
out:	0.538781	0.9
out:	0.434548	0.1
out:	0.547516	0.9
out:	0.430368	0.1
out:	0.421725	0.1
out:	0.399173	0.1
out:	0.377507	0.1
out:	0.489035	0.9
out:	0.408595	0.1
out:	0.403796	0.1
out:	0.508501	0.9
out:	0.389199	0.1
out:	0.349895	0.1
out:	0.51626	0.9
out:	0.471475	0.9
out:	0.557882	0.9
out:	0.604392	0.9
out:	0.614578	0.9
out:	0.649999	0.9
out:	0.480897	0.1
out:	0.458557	0.1
out:	0.602346	0.9
out:	0.44315	0.1
out:	0.616403	0.9
out:	0.639345	0.9
out:	0.43011	0.1
out:	0.674629	0.9
out:	0.682768	0.9
out:	0.455049	0.1
out:	0.443515	0.1
out:	0.411966	0.1
out:	0.385945	0.1
out:	0.329799	0.1
out:	0.557922	0.9
out:	0.345772	0.1
out:	0.395073	0.1
out:	0.566465	0.9
out:	0.331544	0.1
out:	0.358888	0.1
out:	0.58312	0.9
out:	0.328465	0.1
out:	0.336922	0.1
out:	0.317816	0.1
out:	0.566372	0.9
out:	0.291068	0.1
out:	0.292685	0.1
out:	0.320441	0.1
out:	0.263435	0.1
out:	0.573972	0.9
out:	0.302728	0.1
out:	0.614094	0.9
out:	0.300034	0.1
out:	0.277528	0.1
out:	0.626496	0.9
out:	0.653201	0.9
out:	0.645961	0.9
out:	0.304979	0.1
out:	0.332344	0.1
out:	0.32377	0.1
out:	0.262166	0.1
out:	0.278658	0.1
out:	0.264447	0.1
out:	0.249885	0.1
out:	0.61889	0.9
out:	0.673951	0.9
out:	0.651241	0.9
out:	0.30721	0.1
out:	0.734602	0.9
out:	0.300162	0.1
out:	0.291009	0.1
out:	0.241054	0.1
out:	0.23906	0.1
out:	0.229049	0.1
out:	0.242058	0.1
out:	0.634761	0.9
out:	0.234167	0.1
out:	0.703174	0.9
out:	0.720231	0.9
out:	0.732361	0.9
out:	0.237374	0.1
out:	0.757023	0.9
out:	0.701975	0.9
out:	0.781585	0.9
out:	0.25589	0.1
out:	0.264373	0.1
out:	0.728409	0.9
out:	0.280008	0.1
out:	0.755486	0.9
out:	0.795457	0.9
out:	0.775787	0.9
out:	0.27655	0.1
out:	0.788071	0.9
out:	0.242301	0.1
out:	0.800938	0.9
out:	0.254679	0.1
out:	0.246796	0.1
out:	0.272718	0.1
out:	0.253083	0.1
out:	0.20613	0.1
out:	0.197764	0.1
out:	0.761575	0.9
out:	0.715051	0.9
out:	0.200797	0.1
out:	0.792314	0.9
out:	0.750669	0.9
out:	0.808897	0.9
out:	0.237989	0.1
out:	0.816932	0.9
out:	0.779695	0.9
out:	0.825966	0.9
out:	0.80508	0.9
out:	0.24459	0.1
out:	0.811597	0.9
out:	0.814317	0.9
out:	0.838023	0.9
out:	0.809285	0.9
out:	0.272594	0.1
out:	0.829145	0.9
out:	0.222422	0.1
out:	0.216603	0.1
out:	0.820826	0.9
out:	0.223814	0.1
out:	0.820576	0.9
out:	0.214833	0.1
out:	0.198435	0.1
out:	0.19076	0.1
out:	0.20596	0.1
out:	0.826558	0.9
out:	0.828369	0.9
out:	0.178054	0.1
out:	0.807758	0.9
out:	0.199998	0.1
out:	0.796734	0.9
out:	0.218399	0.1
out:	0.212079	0.1
out:	0.188047	0.1
out:	0.824805	0.9
out:	0.811724	0.9
out:	0.818668	0.9
out:	0.829863	0.9
out:	0.840117	0.9
out:	0.192165	0.1
out:	0.834021	0.9
out:	0.836133	0.9
out:	0.846451	0.9
out:	0.208247	0.1
out:	0.8472	0.9
out:	0.187124	0.1
out:	0.846382	0.9
out:	0.847357	0.9
out:	0.19603	0.1
out:	0.843453	0.9
out:	0.183518	0.1
out:	0.844295	0.9
out:	0.81663	0.9
out:	0.850259	0.9
out:	0.856078	0.9
out:	0.856035	0.9
out:	0.860566	0.9
out:	0.833215	0.9
out:	0.193059	0.1
out:	0.200817	0.1
out:	0.856898	0.9
out:	0.177343	0.1
out:	0.855696	0.9
out:	0.180951	0.1
out:	0.171958	0.1
out:	0.172962	0.1
out:	0.85043	0.9
out:	0.822307	0.9
out:	0.183151	0.1
out:	0.179265	0.1
out:	0.852459	0.9
out:	0.827964	0.9
out:	0.173652	0.1
out:	0.180871	0.1
out:	0.174895	0.1
out:	0.854158	0.9
out:	0.163347	0.1
out:	0.161414	0.1
out:	0.824977	0.9
out:	0.164506	0.1
out:	0.157698	0.1
out:	0.159118	0.1
out:	0.843437	0.9
out:	0.155666	0.1
out:	0.154329	0.1
out:	0.850083	0.9
out:	0.826449	0.9
out:	0.153244	0.1
out:	0.151523	0.1
out:	0.150248	0.1
out:	0.828487	0.9
out:	0.847155	0.9
out:	0.852325	0.9
out:	0.151952	0.1
out:	0.150796	0.1
out:	0.147798	0.1
out:	0.145196	0.1
out:	0.142513	0.1
out:	0.144258	0.1
out:	0.138163	0.1
out:	0.136302	0.1
out:	0.831118	0.9
out:	0.14526	0.1
out:	0.842116	0.9
out:	0.135733	0.1
out:	0.135641	0.1
out:	0.133845	0.1
out:	0.835974	0.9
out:	0.13223	0.1
out:	0.840821	0.9
out:	0.147372	0.1
out:	0.85452	0.9
out:	0.146845	0.1
out:	0.145798	0.1
out:	0.136878	0.1
out:	0.855873	0.9
out:	0.841503	0.9
out:	0.849098	0.9
out:	0.145573	0.1
out:	0.133063	0.1
out:	0.137419	0.1
out:	0.845823	0.9
out:	0.84793	0.9
out:	0.145448	0.1
out:	0.854849	0.9
out:	0.137935	0.1
out:	0.863446	0.9
out:	0.143951	0.1
out:	0.85824	0.9
out:	0.859812	0.9
out:	0.868366	0.9
out:	0.85581	0.9
out:	0.136128	0.1
out:	0.145785	0.1
out:	0.869141	0.9
out:	0.137479	0.1
out:	0.136421	0.1
out:	0.86954	0.9
out:	0.141621	0.1
out:	0.13163	0.1
out:	0.130302	0.1
out:	0.85468	0.9
out:	0.863377	0.9
out:	0.132656	0.1
out:	0.131992	0.1
out:	0.857369	0.9
out:	0.13072	0.1
out:	0.137054	0.1
out:	0.858366	0.9
out:	0.135434	0.1
out:	0.865443	0.9
out:	0.126808	0.1
out:	0.129872	0.1
out:	0.133773	0.1
out:	0.864908	0.9
out:	0.1366	0.1
out:	0.132146	0.1
out:	0.869814	0.9
out:	0.871011	0.9
out:	0.86737	0.9
out:	0.128423	0.1
out:	0.12577	0.1
out:	0.860935	0.9
out:	0.869178	0.9
out:	0.1329	0.1
out:	0.132204	0.1
out:	0.869973	0.9
out:	0.134457	0.1
out:	0.874678	0.9
out:	0.871594	0.9
out:	0.127435	0.1
out:	0.875939	0.9
out:	0.864498	0.9
out:	0.131952	0.1
out:	0.877889	0.9
out:	0.127945	0.1
out:	0.127231	0.1
out:	0.865941	0.9
out:	0.877554	0.9
out:	0.13455	0.1
out:	0.875698	0.9
out:	0.124803	0.1
out:	0.124415	0.1
out:	0.879129	0.9
out:	0.875664	0.9
out:	0.130588	0.1
out:	0.129884	0.1
out:	0.867979	0.9
out:	0.131926	0.1
out:	0.124975	0.1
out:	0.868046	0.9
out:	0.130774	0.1
out:	0.130305	0.1
out:	0.125937	0.1
out:	0.127674	0.1
out:	0.866317	0.9
out:	0.121678	0.1
out:	0.12391	0.1
out:	0.867104	0.9
out:	0.875524	0.9
out:	0.879253	0.9
out:	0.877801	0.9
out:	0.881626	0.9
out:	0.871637	0.9
out:	0.882624	0.9
out:	0.873882	0.9
out:	0.131263	0.1
out:	0.121989	0.1
out:	0.884353	0.9
out:	0.884611	0.9
out:	0.126247	0.1
out:	0.129704	0.1
out:	0.124393	0.1
out:	0.127351	0.1
out:	0.126216	0.1
out:	0.883676	0.9
out:	0.121239	0.1
out:	0.880805	0.9
out:	0.121388	0.1
out:	0.120891	0.1
out:	0.879921	0.9
out:	0.11989	0.1
out:	0.881613	0.9
out:	0.120909	0.1
out:	0.117338	0.1
out:	0.119865	0.1
out:	0.883131	0.9
out:	0.122107	0.1
out:	0.871205	0.9
out:	0.118706	0.1
out:	0.118428	0.1
out:	0.880957	0.9
out:	0.117742	0.1
out:	0.117516	0.1
out:	0.114624	0.1
out:	0.117598	0.1
out:	0.120053	0.1
out:	0.870867	0.9
out:	0.871685	0.9
out:	0.884768	0.9
out:	0.880732	0.9
out:	0.874862	0.9
out:	0.887104	0.9
out:	0.122858	0.1
out:	0.11938	0.1
out:	0.116865	0.1
out:	0.882261	0.9
out:	0.883355	0.9
out:	0.116873	0.1
out:	0.116637	0.1
out:	0.120641	0.1
out:	0.875462	0.9
out:	0.113765	0.1
out:	0.876445	0.9
out:	0.118042	0.1
out:	0.883332	0.9
out:	0.877493	0.9
